Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"19","'068","Bolivia (Plurinational State of)","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","1.800000","E"
"80","'070","Bosnia and Herzegovina","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","3.847000","E"
"80","'070","Bosnia and Herzegovina","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","3.907000","E"
"80","'070","Bosnia and Herzegovina","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","4.043000","E"
"80","'070","Bosnia and Herzegovina","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","3.961000","E"
"80","'070","Bosnia and Herzegovina","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","4.105000","E"
"80","'070","Bosnia and Herzegovina","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.540000","E"
"80","'070","Bosnia and Herzegovina","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.921000","E"
"80","'070","Bosnia and Herzegovina","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.512000","E"
"80","'070","Bosnia and Herzegovina","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.825000","E"
"80","'070","Bosnia and Herzegovina","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.916000","E"
"80","'070","Bosnia and Herzegovina","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.132000","E"
"80","'070","Bosnia and Herzegovina","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","4.700000","E"
"80","'070","Bosnia and Herzegovina","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","4.000000","E"
"80","'070","Bosnia and Herzegovina","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","3.900000","E"
"80","'070","Bosnia and Herzegovina","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","3.000000","E"
"80","'070","Bosnia and Herzegovina","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","3.000000","E"
"80","'070","Bosnia and Herzegovina","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","0.200000","E"
"80","'070","Bosnia and Herzegovina","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","0.100000","E"
"80","'070","Bosnia and Herzegovina","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","0.100000","E"
"80","'070","Bosnia and Herzegovina","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","0.100000","E"
"80","'070","Bosnia and Herzegovina","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","0.100000","E"
"20","'072","Botswana","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","3.622000","E"
"20","'072","Botswana","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","3.575000","E"
"20","'072","Botswana","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","3.591000","E"
"20","'072","Botswana","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","3.701000","E"
"20","'072","Botswana","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","3.829000","E"
"20","'072","Botswana","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.390000","E"
"20","'072","Botswana","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","1.097000","E"
"20","'072","Botswana","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.402000","E"
"20","'072","Botswana","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.796000","E"
"20","'072","Botswana","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.795000","E"
"20","'072","Botswana","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.142000","E"
"20","'072","Botswana","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","63.200000","E"
"20","'072","Botswana","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","60.800000","E"
"20","'072","Botswana","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","59.800000","E"
"20","'072","Botswana","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","63.400000","E"
"20","'072","Botswana","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","60.300000","E"
"20","'072","Botswana","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","1.500000","E"
"20","'072","Botswana","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","1.500000","E"
"20","'072","Botswana","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","1.500000","E"
"20","'072","Botswana","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","1.600000","E"
"20","'072","Botswana","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","1.600000","E"
"21","'076","Brazil","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","2.809000","E"
"21","'076","Brazil","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","2.800000","E"
"21","'076","Brazil","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","2.882000","E"
"21","'076","Brazil","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","3.084000","E"
"21","'076","Brazil","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","3.350000","E"
"21","'076","Brazil","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.439000","E"
"21","'076","Brazil","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.635000","E"
"21","'076","Brazil","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.742000","E"
"21","'076","Brazil","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.465000","E"
"21","'076","Brazil","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.460000","E"
"21","'076","Brazil","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.067000","E"
"21","'076","Brazil","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","19.600000","E"
"21","'076","Brazil","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","18.500000","E"
"21","'076","Brazil","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","18.800000","E"
"21","'076","Brazil","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","12.700000","E"
"21","'076","Brazil","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","22.400000","E"
"21","'076","Brazil","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","41.000000","E"
"21","'076","Brazil","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","38.900000","E"
"21","'076","Brazil","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","39.900000","E"
"21","'076","Brazil","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","27.100000","E"
"21","'076","Brazil","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","48.100000","E"
"239","'092","British Virgin Islands","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","3.235000","E"
"239","'092","British Virgin Islands","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","3.087000","E"
"239","'092","British Virgin Islands","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","3.281000","E"
"239","'092","British Virgin Islands","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","3.220000","E"
"239","'092","British Virgin Islands","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","3.425000","E"
"239","'092","British Virgin Islands","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.808000","E"
"239","'092","British Virgin Islands","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.828000","E"
"239","'092","British Virgin Islands","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.237000","E"
"239","'092","British Virgin Islands","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.785000","E"
"239","'092","British Virgin Islands","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.425000","E"
"239","'092","British Virgin Islands","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.152000","E"
"239","'092","British Virgin Islands","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%",,"O"
"239","'092","British Virgin Islands","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%",,"O"
"239","'092","British Virgin Islands","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%",,"O"
"239","'092","British Virgin Islands","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%",,"O"
"239","'092","British Virgin Islands","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%",,"O"
"239","'092","British Virgin Islands","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No",,"O"
"239","'092","British Virgin Islands","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No",,"O"
"239","'092","British Virgin Islands","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No",,"O"
"239","'092","British Virgin Islands","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No",,"O"
"239","'092","British Virgin Islands","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No",,"O"
"26","'096","Brunei Darussalam","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","4.126000","E"
"26","'096","Brunei Darussalam","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","4.263000","E"
"26","'096","Brunei Darussalam","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","4.327000","E"
"26","'096","Brunei Darussalam","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","4.405000","E"
"26","'096","Brunei Darussalam","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","4.641000","E"
"26","'096","Brunei Darussalam","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.674000","E"
"26","'096","Brunei Darussalam","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","1.123000","E"
"26","'096","Brunei Darussalam","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.405000","E"
"26","'096","Brunei Darussalam","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.932000","E"
"26","'096","Brunei Darussalam","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.894000","E"
"26","'096","Brunei Darussalam","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.098000","E"
"26","'096","Brunei Darussalam","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%",,"O"
"26","'096","Brunei Darussalam","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%",,"O"
"26","'096","Brunei Darussalam","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%",,"O"
"26","'096","Brunei Darussalam","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%",,"O"
"26","'096","Brunei Darussalam","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%",,"O"
"26","'096","Brunei Darussalam","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No",,"O"
"26","'096","Brunei Darussalam","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No",,"O"
"26","'096","Brunei Darussalam","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No",,"O"
"26","'096","Brunei Darussalam","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No",,"O"
"26","'096","Brunei Darussalam","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No",,"O"
"27","'100","Bulgaria","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","3.780000","E"
"27","'100","Bulgaria","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","3.876000","E"
"27","'100","Bulgaria","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","4.036000","E"
"27","'100","Bulgaria","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","4.129000","E"
"27","'100","Bulgaria","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","4.151000","E"
"27","'100","Bulgaria","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.504000","E"
"27","'100","Bulgaria","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.963000","E"
"27","'100","Bulgaria","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.478000","E"
"27","'100","Bulgaria","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.774000","E"
"27","'100","Bulgaria","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.959000","E"
"27","'100","Bulgaria","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.101000","E"
"27","'100","Bulgaria","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","10.600000","E"
"27","'100","Bulgaria","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","8.600000","E"
"27","'100","Bulgaria","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","8.100000","E"
"27","'100","Bulgaria","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","5.800000","E"
"27","'100","Bulgaria","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","4.200000","E"
"27","'100","Bulgaria","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","0.800000","E"
"27","'100","Bulgaria","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","0.600000","E"
"27","'100","Bulgaria","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","0.600000","E"
"27","'100","Bulgaria","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","0.400000","E"
"27","'100","Bulgaria","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","0.300000","E"
"233","'854","Burkina Faso","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","3.173000","E"
"233","'854","Burkina Faso","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","3.296000","E"
"233","'854","Burkina Faso","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","3.240000","E"
"233","'854","Burkina Faso","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","3.345000","E"
"233","'854","Burkina Faso","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","3.611000","E"
"233","'854","Burkina Faso","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.439000","E"
"233","'854","Burkina Faso","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","1.145000","E"
"233","'854","Burkina Faso","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.127000","E"
"233","'854","Burkina Faso","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.917000","E"
"233","'854","Burkina Faso","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.354000","E"
"233","'854","Burkina Faso","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.190000","E"
"233","'854","Burkina Faso","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","83.000000","E"
"233","'854","Burkina Faso","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","79.700000","E"
"233","'854","Burkina Faso","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","76.800000","E"
"233","'854","Burkina Faso","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","77.600000","E"
"233","'854","Burkina Faso","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","77.600000","E"
"233","'854","Burkina Faso","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","16.500000","E"
"233","'854","Burkina Faso","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","16.300000","E"
"233","'854","Burkina Faso","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","16.100000","E"
"233","'854","Burkina Faso","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","16.700000","E"
"233","'854","Burkina Faso","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","17.200000","E"
"29","'108","Burundi","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","2.988000","E"
"29","'108","Burundi","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","2.804000","E"
"29","'108","Burundi","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","2.783000","E"
"29","'108","Burundi","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","2.943000","E"
"29","'108","Burundi","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","3.138000","E"
"29","'108","Burundi","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.615000","E"
"29","'108","Burundi","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","1.112000","E"
"29","'108","Burundi","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.174000","E"
"29","'108","Burundi","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.532000","E"
"29","'108","Burundi","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.447000","E"
"29","'108","Burundi","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.107000","E"
"29","'108","Burundi","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","95.800000","E"
"29","'108","Burundi","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","95.000000","E"
"29","'108","Burundi","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","95.000000","E"
"29","'108","Burundi","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","95.700000","E"
"29","'108","Burundi","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","95.900000","E"
"29","'108","Burundi","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","10.700000","E"
"29","'108","Burundi","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","10.900000","E"
"29","'108","Burundi","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","11.300000","E"
"29","'108","Burundi","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","11.700000","E"
"29","'108","Burundi","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","12.000000","E"
"35","'132","Cabo Verde","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","3.358000","E"
"35","'132","Cabo Verde","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","3.413000","E"
"35","'132","Cabo Verde","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","3.484000","E"
"35","'132","Cabo Verde","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","3.563000","E"
"35","'132","Cabo Verde","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","3.683000","E"
"35","'132","Cabo Verde","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.342000","E"
"35","'132","Cabo Verde","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.779000","E"
"35","'132","Cabo Verde","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.281000","E"
"35","'132","Cabo Verde","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","1.036000","E"
"35","'132","Cabo Verde","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.823000","E"
"35","'132","Cabo Verde","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.098000","E"
"35","'132","Cabo Verde","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","44.500000","E"
"35","'132","Cabo Verde","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","42.200000","E"
"35","'132","Cabo Verde","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","39.700000","E"
"35","'132","Cabo Verde","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","44.000000","E"
"35","'132","Cabo Verde","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","41.200000","E"
"35","'132","Cabo Verde","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","0.300000","E"
"35","'132","Cabo Verde","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","0.200000","E"
"35","'132","Cabo Verde","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","0.200000","E"
"35","'132","Cabo Verde","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","0.300000","E"
"35","'132","Cabo Verde","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","0.200000","E"
"115","'116","Cambodia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","3.618000","E"
"115","'116","Cambodia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","3.706000","E"
"115","'116","Cambodia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","3.778000","E"
"115","'116","Cambodia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","3.888000","E"
"115","'116","Cambodia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","4.064000","E"
"115","'116","Cambodia","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.503000","E"
"115","'116","Cambodia","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","1.226000","E"
"115","'116","Cambodia","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.422000","E"
"115","'116","Cambodia","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.791000","E"
"115","'116","Cambodia","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.526000","E"
"115","'116","Cambodia","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.150000","E"
"115","'116","Cambodia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%",,"O"
"115","'116","Cambodia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%",,"O"
"115","'116","Cambodia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%",,"O"
"115","'116","Cambodia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%",,"O"
"115","'116","Cambodia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%",,"O"
"115","'116","Cambodia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No",,"O"
"115","'116","Cambodia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No",,"O"
"115","'116","Cambodia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No",,"O"
"115","'116","Cambodia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No",,"O"
"115","'116","Cambodia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No",,"O"
"32","'120","Cameroon","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","2.616000","E"
"32","'120","Cameroon","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","2.684000","E"
"32","'120","Cameroon","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","2.744000","E"
"32","'120","Cameroon","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","2.808000","E"
"32","'120","Cameroon","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","2.997000","E"
"32","'120","Cameroon","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.480000","E"
"32","'120","Cameroon","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.837000","E"
"32","'120","Cameroon","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.144000","E"
"32","'120","Cameroon","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.592000","E"
"32","'120","Cameroon","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","0.447000","E"
"32","'120","Cameroon","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.116000","E"
"32","'120","Cameroon","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%","59.200000","E"
"32","'120","Cameroon","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","58.800000","E"
"32","'120","Cameroon","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","58.700000","E"
"32","'120","Cameroon","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","59.800000","E"
